id,Player,PTS,FGM,FGA,F3GM,F3GA,FTM,FTA,Oreb,DR,TR,AST,TOV,BS,EFF,OE,TS,eFG,PPP
63,チリジ・ネパウェ,6.38461538461539,2.38461538461538,4.15384615384615,0,0,1.61538461538462,3,2.07692307692308,3.76923076923077,5.84615384615385,0.538461538461538,0.846153846153846,0.538461538461538,9.92307692307692,2,58.3192804946599,0.574074074074074,1.01022395326193
64,テーブス海,5.95,2.18333333333333,5.8,0.6,2.05,0.983333333333333,1.45,0.266666666666667,1.48333333333333,1.75,2.61666666666667,1.2,0,5.06666666666667,0.916221033868093,46.2100031065548,0.42816091954023,0.778999738151349
65,ディージェイ・ニュービル,19.34,6.32,11.9,2.86,6.46,3.84,4.84,0.54,3.2,3.74,6,2.06,0.14,24.04,1.3048403707518,68.9256999486799,0.651260504201681,1.20201869530628
66,デイヴィッド・サイモン,17.8070175438597,7.03508771929825,13.9122807017544,0.43859649122807,1.3859649122807,3.29824561403509,5.07017543859649,0.982456140350877,6.28070175438597,7.26315789473684,2.17543859649123,1.92982456140351,1.12280701754386,21.140350877193,1.173017507724,55.1534515736394,0.521437578814628,0.985283839403588
67,デション・トーマス,16.6,5.8,12.1777777777778,1.51111111111111,3.64444444444444,3.48888888888889,4.4,1.51111111111111,3.17777777777778,4.68888888888889,1.71111111111111,1.04444444444444,0.177777777777778,16.6222222222222,1.36423841059603,58.8077843557123,0.538321167883212,1.09511522899197
68,デモン・ブルックス,17.9464285714286,6.5,13.1964285714286,1.30357142857143,3.91071428571429,3.64285714285714,4.32142857142857,1.91071428571429,4.76785714285714,6.67857142857143,2.41071428571429,2.23214285714286,0.303571428571429,19.1428571428571,1.2780269058296,59.4336944694138,0.541948579161028,1.03557002720303
69,トーマス・ケネディ,16.3076923076923,6.19230769230769,13.6538461538462,2.23076923076923,5.78846153846154,1.69230769230769,2.03846153846154,0.615384615384615,3.65384615384615,4.26923076923077,2.36538461538462,1.61538461538462,0.192307692307692,13.2692307692308,1.09717514124294,56.0372171706492,0.535211267605634,1.00875523410735
70,ドウェイン・エバンス,17.2115384615385,6.15384615384615,11.0576923076923,0.711538461538462,1.94230769230769,4.19230769230769,5.40384615384615,1.75,6.26923076923077,8.01923076923077,2.67307692307692,1.90384615384615,0.326923076923077,25.0961538461538,1.43213296398892,64.0530172907363,0.588695652173913,1.12206007722782
71,ナナーダニエル弾,0.705882352941176,0.294117647058824,0.647058823529412,0.058823529411765,0.058823529411765,0.058823529411765,0.235294117647059,0,0.117647058823529,0.117647058823529,0,0.235294117647059,0,-0.294117647058824,0.8,47.0219435736677,0.5,0.715990453460621
72,ニック・ファジーカス,20.6607142857143,7.69642857142857,14.4107142857143,1.58928571428571,3.60714285714286,3.67857142857143,4.33928571428571,1.96428571428571,7.73214285714286,9.69642857142857,3.71428571428571,2.23214285714286,0.303571428571429,27.375,1.3252427184466,63.2987570028011,0.589219330855019,1.11365648943133
73,ニック・メイヨ,21.4909090909091,8.41818181818182,15.8909090909091,1.47272727272727,3.52727272727273,3.18181818181818,3.87272727272727,2.36363636363636,5.65454545454545,8.01818181818182,2.21818181818182,1.78181818181818,0.745454545454545,24.1818181818182,1.35269709543568,61.0713842847104,0.576086956521739,1.1091093345344
74,ネナド・ミリェノヴィッチ,5.35,2.1,4.45,0.15,0.575,1,1.425,0.375,0.925,1.3,2.45,1.225,0.025,5.625,1.00645161290323,52.688595627339,0.48876404494382,0.84893684544589
75,ハビエル・カーター,8.91228070175439,3.35087719298246,7.70175438596491,1.12280701754386,3.3859649122807,1.08771929824561,1.57894736842105,1.33333333333333,3.96491228070175,5.29824561403509,1.40350877192982,0.929824561403509,0.701754385964912,10.6140350877193,1.18548387096774,53.0714584203928,0.507972665148064,0.955605718585402
76,ハーパージャンジュニア,1.8,0.8,2,0,0.6,0.2,0.4,0,0.6,0.6,0.2,0.6,0,0.2,0.714285714285714,41.3602941176471,0.4,0.648414985590778
77,パトリック・アウダ,15.622641509434,6,10.6415094339623,0.358490566037736,0.905660377358491,3.26415094339623,5.22641509433962,1.67924528301887,3.88679245283019,5.56603773584906,2,2.28301886792453,0.30188679245283,16.5471698113208,1.33048433048433,60.3604129002158,0.580673758865248,1.0261748958953
78,パブロ・アギラール,11.5344827586207,4.55172413793104,8.55172413793103,0.862068965517241,2.82758620689655,1.56896551724138,2.79310344827586,2.3448275862069,5.56896551724138,7.91379310344828,2.37931034482759,1.18965517241379,0.53448275862069,18.3275862068966,1.42328042328042,58.9655901847412,0.582661290322581,1.05142390142704
79,ファイパプ月瑠,3.77083333333333,1.4375,3.4375,0,0,0.895833333333333,2.02083333333333,1.625,2.79166666666667,4.41666666666667,0.666666666666667,0.604166666666667,0.166666666666667,4.58333333333333,1.43918918918919,43.576656394453,0.418181818181818,0.764745648132499
80,ベンジャミン・ローソン,8.86666666666667,3.73333333333333,6,0,0.066666666666667,1.4,2.4,2.13333333333333,5.46666666666667,7.6,1.46666666666667,1.26666666666667,0.8,15.2,1.56565656565657,62.8306878306878,0.622222222222222,1.06536366549183
81,ベンドラメ礼生,10.3,3.65,9.31666666666667,1.16666666666667,3.5,1.83333333333333,2.2,0.866666666666667,1.41666666666667,2.28333333333333,4.48333333333333,2.03333333333333,0.05,10.5833333333333,0.987750556792873,50.0745446295456,0.45438282647585,0.836174703685663
82,ペリン・ビュフォード,13.5416666666667,5.08333333333333,10.625,0.791666666666667,2.375,2.58333333333333,3.47916666666667,1.27083333333333,4.91666666666667,6.1875,3.91666666666667,2.02083333333333,0.9375,18.375,1.141689373297,55.7002810721876,0.515686274509804,0.955208088408182
83,マット・ボンズ,7.28571428571429,2.78571428571429,5.42857142857143,0.214285714285714,0.285714285714286,1.5,2.64285714285714,1.71428571428571,2.14285714285714,3.85714285714286,1.07142857142857,0.714285714285714,0.428571428571429,7.78571428571429,1.51948051948052,55.2665799739922,0.532894736842105,0.997262416894798
84,マティアス・カルファニ,6.74074074074074,2.22222222222222,4.74074074074074,0.296296296296296,1.59259259259259,2,2.51851851851852,0.962962962962963,2.48148148148148,3.44444444444444,1.66666666666667,1.25925925925926,0.777777777777778,9.7037037037037,1.25414364640884,57.6241134751773,0.5,0.948311796581909
85,マーク・セントフォート,7.04347826086957,2.39130434782609,4.21739130434783,0.434782608695652,1.04347826086957,1.82608695652174,2.21739130434783,0.826086956521739,2.17391304347826,3,0.782608695652174,1.21739130434783,0.521739130434783,8.1304347826087,1.45161290322581,67.8164768921634,0.618556701030928,1.09875203472599
86,ムッサ・ダマ,7.57142857142857,3.42857142857143,5.14285714285714,0,0,0.714285714285714,0.857142857142857,2.42857142857143,3.28571428571429,5.71428571428571,0.714285714285714,0.714285714285714,0.428571428571429,9.71428571428571,2,68.5817805383023,0.666666666666667,1.21448212648946
87,ヤンジェミン,2.19565217391304,0.804347826086956,2.1304347826087,0.173913043478261,0.804347826086956,0.41304347826087,0.565217391304348,0.369565217391304,0.934782608695652,1.30434782608696,0.260869565217391,0.369565217391304,0,1.97826086956522,1.02727272727273,46.1440058479532,0.418367346938775,0.798797848782031
88,ライアン・ケリー,21.0612244897959,7.55102040816327,15.2040816326531,2.51020408163265,6.36734693877551,3.44897959183673,4.06122448979592,1.06122448979592,4.36734693877551,5.42857142857143,2.61224489795918,1.16326530612245,0.755102040816326,23.3061224489796,1.32118451025057,61.9775151340444,0.579194630872483,1.16012410629974
89,ライアン・ロシター,12.875,5.08928571428571,10.2321428571429,0.732142857142857,1.875,1.96428571428571,3.53571428571429,2.07142857142857,5.53571428571429,7.60714285714286,4.07142857142857,1.57142857142857,0.535714285714286,20.2678571428571,1.22768434670116,54.6112827970672,0.533158813263525,0.96374913115543
90,ラシードファラーズ,0,0,0.25,0,0,0,0,0,0.25,0.25,0,0,0.25,0.25,0,0,0,0
91,リチャード・ソロモン,14.3571428571429,5.54761904761905,9.54761904761905,0.476190476190476,1.76190476190476,2.78571428571429,4.23809523809524,2.38095238095238,6.30952380952381,8.69047619047619,1.11904761904762,1.5,0.476190476190476,19.4285714285714,1.58150851581509,62.901610615038,0.605985037406484,1.11188965924178
92,リチャード・ヘンドリックス,12.2,5.3,10.3,0.1,0.7,1.5,2.3,2.3,6.6,8.9,3.5,2.4,1.1,17.2,1.1294964028777,53.9250353606789,0.519417475728155,0.889731621936989
93,リード・トラビス,16.4651162790698,6.3953488372093,12.9767441860465,0.697674418604651,2.65116279069767,2.97674418604651,4.06976744186047,3.09302325581395,4.32558139534884,7.41860465116279,1.2093023255814,1.25581395348837,0.348837209302326,17.7674418604651,1.43126177024482,55.748031496063,0.519713261648746,1.02757619738752
